10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;4;4;
10;4;4;
10;4;4;
10;4;4;
10;4;4;
10;4;4;
10;4;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;5;4;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;4;5;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;3;6;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;2;7;
10;1;8;
10;0;9;
result;Carnivore won;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;6;3;
10;6;3;
10;6;3;
10;6;3;
10;6;3;
10;6;3;
10;6;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;7;3;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;6;4;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;5;5;
10;4;6;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;3;7;
10;2;8;
10;2;8;
10;2;8;
10;2;8;
10;2;8;
10;2;8;
10;2;8;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;1;9;
10;0;10;
result;Carnivore won;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;3;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;4;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
10;5;3;
